"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"FIN","Finland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.5,,
"FRA","France","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.4,,
"DEU","Germany","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12,,
"GRC","Greece","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14.5,,
"HUN","Hungary","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.7,,
"ISL","Iceland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.4,,
"IRL","Ireland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.8,,
"ITA","Italy","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,15.9,,
"JPN","Japan","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,13.7,,
"KOR","Korea","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,27.3,,
"LUX","Luxembourg","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"MEX","Mexico","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,20.3,,
"NLD","Netherlands","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.2,,
"NZL","New Zealand","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6,,
"NOR","Norway","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.7,,
"POL","Poland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,22.8,,
"PRT","Portugal","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.3,,
"SVK","Slovak Republic","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,18.5,,
"ESP","Spain","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10,,
"SWE","Sweden","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.8,,
"CHE","Switzerland","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.1,,
"TUR","Türkiye","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,27.1,,
"GBR","United Kingdom","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.1,,
"USA","United States","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.7,,
"BRA","Brazil","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.7,,
"CHL","Chile","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,23.4,,
"EST","Estonia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.9,,
"ISR","Israel","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.7,,
"LVA","Latvia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.7,,
"RUS","Russia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.8,,
"SVN","Slovenia","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,17,,
"ZAF","South Africa","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,28.5,,
"OECD","OECD - Total","EQ_AIRP","Air pollution","L","Value","TOT","Total","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"CZE","Czechia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"FRA","France","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,98,,
"POL","Poland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,97,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"TUR","Türkiye","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"USA","United States","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,83,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"ZAF","South Africa","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"OECD","OECD - Total","EQ_WATER","Water quality","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"CZE","Czechia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"FRA","France","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,69,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,98,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,79,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,73,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,89,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,98,,
"POL","Poland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,91,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,75,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,98,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"TUR","Türkiye","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,64,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"USA","United States","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,70,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,64,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,86,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,74,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,84,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,64,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
"ZAF","South Africa","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,71,,
"OECD","OECD - Total","EQ_WATER","Water quality","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"AUS","Australia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,91,,
"AUT","Austria","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,,
"CAN","Canada","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,87,,
"CZE","Czechia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"DNK","Denmark","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"FIN","Finland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,97,,
"FRA","France","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,79,,
"DEU","Germany","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,92,,
"GRC","Greece","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,66,,
"HUN","Hungary","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,79,,
"ISL","Iceland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,96,,
"IRL","Ireland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,81,,
"ITA","Italy","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"JPN","Japan","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,,
"KOR","Korea","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"LUX","Luxembourg","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,85,,
"MEX","Mexico","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,72,,
"NLD","Netherlands","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"NZL","New Zealand","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"NOR","Norway","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,98,,
"POL","Poland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,82,,
"PRT","Portugal","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,88,,
"SVK","Slovak Republic","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,80,,
"ESP","Spain","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,,
"SWE","Sweden","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,97,,
"CHE","Switzerland","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,95,,
"TUR","Türkiye","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,60,,
"GBR","United Kingdom","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"USA","United States","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"BRA","Brazil","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,71,,
"CHL","Chile","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,60,,
"EST","Estonia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,86,,
"ISR","Israel","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,79,,
"LVA","Latvia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,83,,
"RUS","Russia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,59,,
"SVN","Slovenia","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,90,,
"ZAF","South Africa","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,73,,
"OECD","OECD - Total","EQ_WATER","Water quality","L","Value","WMN","Women","PC","Percentage","0","Units",,,84,,
"AUS","Australia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"AUT","Austria","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"BEL","Belgium","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CAN","Canada","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"CZE","Czechia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,62,,
"DNK","Denmark","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"FIN","Finland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"FRA","France","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"DEU","Germany","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"GRC","Greece","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,58,,
"HUN","Hungary","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"ISL","Iceland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"IRL","Ireland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,63,,
"ITA","Italy","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,73,,
"JPN","Japan","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,53,,
"KOR","Korea","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,77,,
"LUX","Luxembourg","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"MEX","Mexico","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,63,,
"NLD","Netherlands","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,79,,
"NZL","New Zealand","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"NOR","Norway","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"POL","Poland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"PRT","Portugal","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,49,,
"SVK","Slovak Republic","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"ESP","Spain","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"SWE","Sweden","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,87,,
"CHE","Switzerland","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,45,,
"TUR","Türkiye","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"USA","United States","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"BRA","Brazil","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"CHL","Chile","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,47,,
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,64,,
"ISR","Israel","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,,
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,55,,
"RUS","Russia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,53,,
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"OECD","OECD - Total","CG_VOTO","Voter turnout","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"CZE","Czechia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,79.3,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"FRA","France","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.9,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.4,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.7,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,76.4,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.2,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.8,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.6,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,84.4,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.3,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.7,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.1,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.2,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.8,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.8,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.9,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.2,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,84,,
"TUR","Türkiye","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.6,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.3,,
"USA","United States","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.9,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.9,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.6,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.8,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.9,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.5,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,73.2,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.6,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,64.2,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.9,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.7,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.8,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80,,
"CZE","Czechia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,76.4,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.5,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.3,,
"FRA","France","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.9,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.2,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,73.1,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81.7,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.8,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81.4,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81.4,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.3,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.2,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,72.2,,
